source_question_index,id,variant_index,variant_id,is_original,question,source,outcome,resolved_at,paraphrase_method
342,0x850c1624dc9d8ca9850195df05293ff85273e6b92e89a9551cd0a57c2f72aceb,1,0x850c1624dc9d8ca9850195df05293ff85273e6b92e89a9551cd0a57c2f72aceb::1,False,Will Artificial Intelligence be selected as TIME's 2025 Person of the Year?,polymarket,0,2025-12-11,pattern_will
342,0x850c1624dc9d8ca9850195df05293ff85273e6b92e89a9551cd0a57c2f72aceb,2,0x850c1624dc9d8ca9850195df05293ff85273e6b92e89a9551cd0a57c2f72aceb::2,False,Does TIME name Artificial Intelligence its Person of the Year for 2025?,polymarket,0,2025-12-11,pattern_will
342,0x850c1624dc9d8ca9850195df05293ff85273e6b92e89a9551cd0a57c2f72aceb,3,0x850c1624dc9d8ca9850195df05293ff85273e6b92e89a9551cd0a57c2f72aceb::3,False,Is Artificial Intelligence TIME's Person of the Year in 2025?,polymarket,0,2025-12-11,pattern_will
342,0x850c1624dc9d8ca9850195df05293ff85273e6b92e89a9551cd0a57c2f72aceb,4,0x850c1624dc9d8ca9850195df05293ff85273e6b92e89a9551cd0a57c2f72aceb::4,False,Will Artificial Intelligence receive TIME's Person of the Year title for 2025?,polymarket,0,2025-12-11,pattern_will
343,0xf5ec2524e8d5fdd9f4f7e1084ba14805fa78aacc9f31d58e0c713100c3a462ae,0,0xf5ec2524e8d5fdd9f4f7e1084ba14805fa78aacc9f31d58e0c713100c3a462ae::0,True,Will the Fed Cut–Cut–Pause in 2025?,polymarket,0,2025-12-10,original
343,0xf5ec2524e8d5fdd9f4f7e1084ba14805fa78aacc9f31d58e0c713100c3a462ae,1,0xf5ec2524e8d5fdd9f4f7e1084ba14805fa78aacc9f31d58e0c713100c3a462ae::1,False,"In 2025, will the Fed follow a cut-cut-pause sequence?",polymarket,0,2025-12-10,pattern_will
343,0xf5ec2524e8d5fdd9f4f7e1084ba14805fa78aacc9f31d58e0c713100c3a462ae,2,0xf5ec2524e8d5fdd9f4f7e1084ba14805fa78aacc9f31d58e0c713100c3a462ae::2,False,"Will the Fed's 2025 rate path be cut, then cut, then pause?",polymarket,0,2025-12-10,pattern_will
343,0xf5ec2524e8d5fdd9f4f7e1084ba14805fa78aacc9f31d58e0c713100c3a462ae,3,0xf5ec2524e8d5fdd9f4f7e1084ba14805fa78aacc9f31d58e0c713100c3a462ae::3,False,Does the Fed cut twice and then pause in 2025?,polymarket,0,2025-12-10,pattern_will
343,0xf5ec2524e8d5fdd9f4f7e1084ba14805fa78aacc9f31d58e0c713100c3a462ae,4,0xf5ec2524e8d5fdd9f4f7e1084ba14805fa78aacc9f31d58e0c713100c3a462ae::4,False,Will 2025 bring a Fed cut-cut-pause pattern?,polymarket,0,2025-12-10,pattern_will
344,0xc2846f35e85eb09a094edbd4e93e345d3c682dc0436615adc27122222fccbd81,0,0xc2846f35e85eb09a094edbd4e93e345d3c682dc0436615adc27122222fccbd81::0,True,Will 4 Fed rate cuts happen in 2025?,polymarket,0,2025-12-10,original
344,0xc2846f35e85eb09a094edbd4e93e345d3c682dc0436615adc27122222fccbd81,1,0xc2846f35e85eb09a094edbd4e93e345d3c682dc0436615adc27122222fccbd81::1,False,Will there be exactly 4 Fed rate cuts in 2025?,polymarket,0,2025-12-10,pattern_will
344,0xc2846f35e85eb09a094edbd4e93e345d3c682dc0436615adc27122222fccbd81,2,0xc2846f35e85eb09a094edbd4e93e345d3c682dc0436615adc27122222fccbd81::2,False,Does the Fed make exactly 4 rate cuts during 2025?,polymarket,0,2025-12-10,pattern_will
344,0xc2846f35e85eb09a094edbd4e93e345d3c682dc0436615adc27122222fccbd81,3,0xc2846f35e85eb09a094edbd4e93e345d3c682dc0436615adc27122222fccbd81::3,False,"In 2025, do exactly 4 Federal Reserve rate cuts occur?",polymarket,0,2025-12-10,pattern_will
344,0xc2846f35e85eb09a094edbd4e93e345d3c682dc0436615adc27122222fccbd81,4,0xc2846f35e85eb09a094edbd4e93e345d3c682dc0436615adc27122222fccbd81::4,False,Will 2025 include exactly 4 Fed interest-rate cuts?,polymarket,0,2025-12-10,pattern_will
345,0x6ee22365b6602d928aa7136f549cc0d718bb16b044a6d15191041b84b5f1f43d,0,0x6ee22365b6602d928aa7136f549cc0d718bb16b044a6d15191041b84b5f1f43d::0,True,Will 5 Fed rate cuts happen in 2025?,polymarket,0,2025-12-10,original
345,0x6ee22365b6602d928aa7136f549cc0d718bb16b044a6d15191041b84b5f1f43d,1,0x6ee22365b6602d928aa7136f549cc0d718bb16b044a6d15191041b84b5f1f43d::1,False,Will there be exactly 5 Fed rate cuts in 2025?,polymarket,0,2025-12-10,pattern_will
345,0x6ee22365b6602d928aa7136f549cc0d718bb16b044a6d15191041b84b5f1f43d,2,0x6ee22365b6602d928aa7136f549cc0d718bb16b044a6d15191041b84b5f1f43d::2,False,Does the Fed make exactly 5 rate cuts during 2025?,polymarket,0,2025-12-10,pattern_will
345,0x6ee22365b6602d928aa7136f549cc0d718bb16b044a6d15191041b84b5f1f43d,3,0x6ee22365b6602d928aa7136f549cc0d718bb16b044a6d15191041b84b5f1f43d::3,False,"In 2025, do exactly 5 Federal Reserve rate cuts occur?",polymarket,0,2025-12-10,pattern_will
345,0x6ee22365b6602d928aa7136f549cc0d718bb16b044a6d15191041b84b5f1f43d,4,0x6ee22365b6602d928aa7136f549cc0d718bb16b044a6d15191041b84b5f1f43d::4,False,Will 2025 include exactly 5 Fed interest-rate cuts?,polymarket,0,2025-12-10,pattern_will
346,0x12b6268efb832fe64bb746b9f50a51245b761d6b170e172b3cd81a7c4f39432b,0,0x12b6268efb832fe64bb746b9f50a51245b761d6b170e172b3cd81a7c4f39432b::0,True,Will 8+ Fed rate cuts happen in 2025?,polymarket,0,2025-12-10,original
346,0x12b6268efb832fe64bb746b9f50a51245b761d6b170e172b3cd81a7c4f39432b,1,0x12b6268efb832fe64bb746b9f50a51245b761d6b170e172b3cd81a7c4f39432b::1,False,Will there be 8 or more Fed rate cuts in 2025?,polymarket,0,2025-12-10,pattern_will
346,0x12b6268efb832fe64bb746b9f50a51245b761d6b170e172b3cd81a7c4f39432b,2,0x12b6268efb832fe64bb746b9f50a51245b761d6b170e172b3cd81a7c4f39432b::2,False,Does the Fed make 8 or more rate cuts during 2025?,polymarket,0,2025-12-10,pattern_will
346,0x12b6268efb832fe64bb746b9f50a51245b761d6b170e172b3cd81a7c4f39432b,3,0x12b6268efb832fe64bb746b9f50a51245b761d6b170e172b3cd81a7c4f39432b::3,False,"In 2025, do 8 or more Federal Reserve rate cuts occur?",polymarket,0,2025-12-10,pattern_will
346,0x12b6268efb832fe64bb746b9f50a51245b761d6b170e172b3cd81a7c4f39432b,4,0x12b6268efb832fe64bb746b9f50a51245b761d6b170e172b3cd81a7c4f39432b::4,False,Will 2025 include 8 or more Fed interest-rate cuts?,polymarket,0,2025-12-10,pattern_will
347,fb7ce4d6ce29dcc6e69896826b6768a10dee8d6ac7ad85f22142d4fb3a84bec7,0,fb7ce4d6ce29dcc6e69896826b6768a10dee8d6ac7ad85f22142d4fb3a84bec7::0,True,"According to Wikipedia, will a vaccine have been developed for Calicivirus infection (Norovirus and Sapovirus) by {resolution_date}?",wikipedia,0,2025-12-09,original
347,fb7ce4d6ce29dcc6e69896826b6768a10dee8d6ac7ad85f22142d4fb3a84bec7,1,fb7ce4d6ce29dcc6e69896826b6768a10dee8d6ac7ad85f22142d4fb3a84bec7::1,False,"Using Wikipedia as the source, will there be a developed vaccine for Calicivirus infection (Norovirus and Sapovirus) by {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
347,fb7ce4d6ce29dcc6e69896826b6768a10dee8d6ac7ad85f22142d4fb3a84bec7,2,fb7ce4d6ce29dcc6e69896826b6768a10dee8d6ac7ad85f22142d4fb3a84bec7::2,False,Will Wikipedia document that a vaccine exists for Calicivirus infection (Norovirus and Sapovirus) by {resolution_date}?,wikipedia,0,2025-12-09,wiki_vaccine
347,fb7ce4d6ce29dcc6e69896826b6768a10dee8d6ac7ad85f22142d4fb3a84bec7,3,fb7ce4d6ce29dcc6e69896826b6768a10dee8d6ac7ad85f22142d4fb3a84bec7::3,False,Will Wikipedia indicate that a vaccine has been developed for Calicivirus infection (Norovirus and Sapovirus) no later than {resolution_date}?,wikipedia,0,2025-12-09,wiki_vaccine
347,fb7ce4d6ce29dcc6e69896826b6768a10dee8d6ac7ad85f22142d4fb3a84bec7,4,fb7ce4d6ce29dcc6e69896826b6768a10dee8d6ac7ad85f22142d4fb3a84bec7::4,False,"As recorded on Wikipedia, has a vaccine for Calicivirus infection (Norovirus and Sapovirus) been developed by {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
348,f9106f3b9841f95439ebf55649231126b43964900268038b93902cc15a645134,0,f9106f3b9841f95439ebf55649231126b43964900268038b93902cc15a645134::0,True,"According to Wikipedia, will a vaccine have been developed for Viral pneumonia by {resolution_date}?",wikipedia,0,2025-12-09,original
348,f9106f3b9841f95439ebf55649231126b43964900268038b93902cc15a645134,1,f9106f3b9841f95439ebf55649231126b43964900268038b93902cc15a645134::1,False,"Using Wikipedia as the source, will there be a developed vaccine for Viral pneumonia by {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
348,f9106f3b9841f95439ebf55649231126b43964900268038b93902cc15a645134,2,f9106f3b9841f95439ebf55649231126b43964900268038b93902cc15a645134::2,False,Will Wikipedia document that a vaccine exists for Viral pneumonia by {resolution_date}?,wikipedia,0,2025-12-09,wiki_vaccine
348,f9106f3b9841f95439ebf55649231126b43964900268038b93902cc15a645134,3,f9106f3b9841f95439ebf55649231126b43964900268038b93902cc15a645134::3,False,Will Wikipedia indicate that a vaccine has been developed for Viral pneumonia no later than {resolution_date}?,wikipedia,0,2025-12-09,wiki_vaccine
348,f9106f3b9841f95439ebf55649231126b43964900268038b93902cc15a645134,4,f9106f3b9841f95439ebf55649231126b43964900268038b93902cc15a645134::4,False,"As recorded on Wikipedia, has a vaccine for Viral pneumonia been developed by {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
349,f048e63f2f8ab26d2eaadd1c152e5563dd6693f889cc91a4de78b96b2d563a16,0,f048e63f2f8ab26d2eaadd1c152e5563dd6693f889cc91a4de78b96b2d563a16::0,True,"According to Wikipedia, will a vaccine have been developed for Cryptococcosis by {resolution_date}?",wikipedia,0,2025-12-09,original
349,f048e63f2f8ab26d2eaadd1c152e5563dd6693f889cc91a4de78b96b2d563a16,1,f048e63f2f8ab26d2eaadd1c152e5563dd6693f889cc91a4de78b96b2d563a16::1,False,"Using Wikipedia as the source, will there be a developed vaccine for Cryptococcosis by {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
349,f048e63f2f8ab26d2eaadd1c152e5563dd6693f889cc91a4de78b96b2d563a16,2,f048e63f2f8ab26d2eaadd1c152e5563dd6693f889cc91a4de78b96b2d563a16::2,False,Will Wikipedia document that a vaccine exists for Cryptococcosis by {resolution_date}?,wikipedia,0,2025-12-09,wiki_vaccine
349,f048e63f2f8ab26d2eaadd1c152e5563dd6693f889cc91a4de78b96b2d563a16,3,f048e63f2f8ab26d2eaadd1c152e5563dd6693f889cc91a4de78b96b2d563a16::3,False,Will Wikipedia indicate that a vaccine has been developed for Cryptococcosis no later than {resolution_date}?,wikipedia,0,2025-12-09,wiki_vaccine
349,f048e63f2f8ab26d2eaadd1c152e5563dd6693f889cc91a4de78b96b2d563a16,4,f048e63f2f8ab26d2eaadd1c152e5563dd6693f889cc91a4de78b96b2d563a16::4,False,"As recorded on Wikipedia, has a vaccine for Cryptococcosis been developed by {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
350,ec3328f161d3c6dbc3b2c17966ae939acd89542093acc38da2f7655d1e9a0587,0,ec3328f161d3c6dbc3b2c17966ae939acd89542093acc38da2f7655d1e9a0587::0,True,"According to Wikipedia, will Harika Dronavalli have a FIDE ranking on {resolution_date} as high or higher than their ranking on {forecast_due_date}?",wikipedia,1,2025-12-09,original
350,ec3328f161d3c6dbc3b2c17966ae939acd89542093acc38da2f7655d1e9a0587,1,ec3328f161d3c6dbc3b2c17966ae939acd89542093acc38da2f7655d1e9a0587::1,False,"Using Wikipedia as the source, will Harika Dronavalli's FIDE ranking on {resolution_date} be as high as or higher than their ranking on {forecast_due_date}?",wikipedia,1,2025-12-09,wiki_fide_rank
350,ec3328f161d3c6dbc3b2c17966ae939acd89542093acc38da2f7655d1e9a0587,2,ec3328f161d3c6dbc3b2c17966ae939acd89542093acc38da2f7655d1e9a0587::2,False,"According to Wikipedia, is Harika Dronavalli ranked at least as highly by FIDE on {resolution_date} as they were on {forecast_due_date}?",wikipedia,1,2025-12-09,wiki_fide_rank
350,ec3328f161d3c6dbc3b2c17966ae939acd89542093acc38da2f7655d1e9a0587,3,ec3328f161d3c6dbc3b2c17966ae939acd89542093acc38da2f7655d1e9a0587::3,False,Will Wikipedia show Harika Dronavalli with a FIDE ranking on {resolution_date} that matches or exceeds their ranking on {forecast_due_date}?,wikipedia,1,2025-12-09,wiki_fide_rank
350,ec3328f161d3c6dbc3b2c17966ae939acd89542093acc38da2f7655d1e9a0587,4,ec3328f161d3c6dbc3b2c17966ae939acd89542093acc38da2f7655d1e9a0587::4,False,"By Wikipedia's record, does Harika Dronavalli's FIDE ranking on {resolution_date} stand as high or higher than the ranking recorded on {forecast_due_date}?",wikipedia,1,2025-12-09,wiki_fide_rank
351,eb0009bb2a47917fdac0432af83e2e6b1a3f6132ac742717517b31f0eb47ebd9,0,eb0009bb2a47917fdac0432af83e2e6b1a3f6132ac742717517b31f0eb47ebd9::0,True,"According to Wikipedia, will a vaccine have been developed for Enterobiasis (Pinworm infection) by {resolution_date}?",wikipedia,0,2025-12-09,original
351,eb0009bb2a47917fdac0432af83e2e6b1a3f6132ac742717517b31f0eb47ebd9,1,eb0009bb2a47917fdac0432af83e2e6b1a3f6132ac742717517b31f0eb47ebd9::1,False,"Using Wikipedia as the source, will there be a developed vaccine for Enterobiasis (Pinworm infection) by {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
351,eb0009bb2a47917fdac0432af83e2e6b1a3f6132ac742717517b31f0eb47ebd9,2,eb0009bb2a47917fdac0432af83e2e6b1a3f6132ac742717517b31f0eb47ebd9::2,False,Will Wikipedia document that a vaccine exists for Enterobiasis (Pinworm infection) by {resolution_date}?,wikipedia,0,2025-12-09,wiki_vaccine
351,eb0009bb2a47917fdac0432af83e2e6b1a3f6132ac742717517b31f0eb47ebd9,3,eb0009bb2a47917fdac0432af83e2e6b1a3f6132ac742717517b31f0eb47ebd9::3,False,Will Wikipedia indicate that a vaccine has been developed for Enterobiasis (Pinworm infection) no later than {resolution_date}?,wikipedia,0,2025-12-09,wiki_vaccine
351,eb0009bb2a47917fdac0432af83e2e6b1a3f6132ac742717517b31f0eb47ebd9,4,eb0009bb2a47917fdac0432af83e2e6b1a3f6132ac742717517b31f0eb47ebd9::4,False,"As recorded on Wikipedia, has a vaccine for Enterobiasis (Pinworm infection) been developed by {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
352,d10020e1d60273be946e2f669002958101893df71eec238ab37b4b7e43f3e8a1,0,d10020e1d60273be946e2f669002958101893df71eec238ab37b4b7e43f3e8a1::0,True,"According to Wikipedia, will a vaccine have been developed for Pasteurellosis by {resolution_date}?",wikipedia,0,2025-12-09,original
352,d10020e1d60273be946e2f669002958101893df71eec238ab37b4b7e43f3e8a1,1,d10020e1d60273be946e2f669002958101893df71eec238ab37b4b7e43f3e8a1::1,False,"Using Wikipedia as the source, will there be a developed vaccine for Pasteurellosis by {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
352,d10020e1d60273be946e2f669002958101893df71eec238ab37b4b7e43f3e8a1,2,d10020e1d60273be946e2f669002958101893df71eec238ab37b4b7e43f3e8a1::2,False,Will Wikipedia document that a vaccine exists for Pasteurellosis by {resolution_date}?,wikipedia,0,2025-12-09,wiki_vaccine
352,d10020e1d60273be946e2f669002958101893df71eec238ab37b4b7e43f3e8a1,3,d10020e1d60273be946e2f669002958101893df71eec238ab37b4b7e43f3e8a1::3,False,Will Wikipedia indicate that a vaccine has been developed for Pasteurellosis no later than {resolution_date}?,wikipedia,0,2025-12-09,wiki_vaccine
352,d10020e1d60273be946e2f669002958101893df71eec238ab37b4b7e43f3e8a1,4,d10020e1d60273be946e2f669002958101893df71eec238ab37b4b7e43f3e8a1::4,False,"As recorded on Wikipedia, has a vaccine for Pasteurellosis been developed by {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
353,cf91185d7ed1d797383671d02b9c6a4bf3b0de9ca0e33a660be015d0d9e411e9,0,cf91185d7ed1d797383671d02b9c6a4bf3b0de9ca0e33a660be015d0d9e411e9::0,True,"According to Wikipedia, will Hou Yifan have an Elo rating on {resolution_date} that's at least 1% higher than on {forecast_due_date}?",wikipedia,0,2025-12-09,original
353,cf91185d7ed1d797383671d02b9c6a4bf3b0de9ca0e33a660be015d0d9e411e9,1,cf91185d7ed1d797383671d02b9c6a4bf3b0de9ca0e33a660be015d0d9e411e9::1,False,"Using Wikipedia, will Hou Yifan's Elo rating on {resolution_date} be at least 1% above their Elo rating on {forecast_due_date}?",wikipedia,0,2025-12-09,wiki_elo
353,cf91185d7ed1d797383671d02b9c6a4bf3b0de9ca0e33a660be015d0d9e411e9,2,cf91185d7ed1d797383671d02b9c6a4bf3b0de9ca0e33a660be015d0d9e411e9::2,False,"On Wikipedia, is Hou Yifan's {resolution_date} Elo rating at least 101% of their {forecast_due_date} Elo rating?",wikipedia,0,2025-12-09,wiki_elo
353,cf91185d7ed1d797383671d02b9c6a4bf3b0de9ca0e33a660be015d0d9e411e9,3,cf91185d7ed1d797383671d02b9c6a4bf3b0de9ca0e33a660be015d0d9e411e9::3,False,Will Wikipedia show Hou Yifan's {resolution_date} Elo rating as 1% or more above the rating listed for {forecast_due_date}?,wikipedia,0,2025-12-09,wiki_elo
353,cf91185d7ed1d797383671d02b9c6a4bf3b0de9ca0e33a660be015d0d9e411e9,4,cf91185d7ed1d797383671d02b9c6a4bf3b0de9ca0e33a660be015d0d9e411e9::4,False,"By Wikipedia's record, is Hou Yifan's Elo rating on {resolution_date} no less than 1% higher than it was on {forecast_due_date}?",wikipedia,0,2025-12-09,wiki_elo
354,cdca2eb7619f3a2c6a954fe6a316587bcfb568e3ef409d92b8eabe5dd2515bc3,0,cdca2eb7619f3a2c6a954fe6a316587bcfb568e3ef409d92b8eabe5dd2515bc3::0,True,"According to Wikipedia, will Shakhriyar Mamedyarov have an Elo rating on {resolution_date} that's at least 1% higher than on {forecast_due_date}?",wikipedia,0,2025-12-09,original
354,cdca2eb7619f3a2c6a954fe6a316587bcfb568e3ef409d92b8eabe5dd2515bc3,1,cdca2eb7619f3a2c6a954fe6a316587bcfb568e3ef409d92b8eabe5dd2515bc3::1,False,"Using Wikipedia, will Shakhriyar Mamedyarov's Elo rating on {resolution_date} be at least 1% above their Elo rating on {forecast_due_date}?",wikipedia,0,2025-12-09,wiki_elo
354,cdca2eb7619f3a2c6a954fe6a316587bcfb568e3ef409d92b8eabe5dd2515bc3,2,cdca2eb7619f3a2c6a954fe6a316587bcfb568e3ef409d92b8eabe5dd2515bc3::2,False,"On Wikipedia, is Shakhriyar Mamedyarov's {resolution_date} Elo rating at least 101% of their {forecast_due_date} Elo rating?",wikipedia,0,2025-12-09,wiki_elo
354,cdca2eb7619f3a2c6a954fe6a316587bcfb568e3ef409d92b8eabe5dd2515bc3,3,cdca2eb7619f3a2c6a954fe6a316587bcfb568e3ef409d92b8eabe5dd2515bc3::3,False,Will Wikipedia show Shakhriyar Mamedyarov's {resolution_date} Elo rating as 1% or more above the rating listed for {forecast_due_date}?,wikipedia,0,2025-12-09,wiki_elo
354,cdca2eb7619f3a2c6a954fe6a316587bcfb568e3ef409d92b8eabe5dd2515bc3,4,cdca2eb7619f3a2c6a954fe6a316587bcfb568e3ef409d92b8eabe5dd2515bc3::4,False,"By Wikipedia's record, is Shakhriyar Mamedyarov's Elo rating on {resolution_date} no less than 1% higher than it was on {forecast_due_date}?",wikipedia,0,2025-12-09,wiki_elo
355,c90a910e5ea0ef3bdaedf23ce591e20a8da2df5b88c5b04e6264761959ddfcc0,0,c90a910e5ea0ef3bdaedf23ce591e20a8da2df5b88c5b04e6264761959ddfcc0::0,True,"According to Wikipedia, will Andriy Govorov still hold the world record for 50m butterfly in long course (50 metres) swimming pools on {resolution_date}?",wikipedia,1,2025-12-09,original
355,c90a910e5ea0ef3bdaedf23ce591e20a8da2df5b88c5b04e6264761959ddfcc0,1,c90a910e5ea0ef3bdaedf23ce591e20a8da2df5b88c5b04e6264761959ddfcc0::1,False,"Using Wikipedia as the source, will Andriy Govorov remain the world-record holder for 50m butterfly in long course (50 metres) swimming pools on {resolution_date}?",wikipedia,1,2025-12-09,wiki_record
355,c90a910e5ea0ef3bdaedf23ce591e20a8da2df5b88c5b04e6264761959ddfcc0,2,c90a910e5ea0ef3bdaedf23ce591e20a8da2df5b88c5b04e6264761959ddfcc0::2,False,"According to Wikipedia, does Andriy Govorov still possess the 50m butterfly in long course (50 metres) swimming pools world record on {resolution_date}?",wikipedia,1,2025-12-09,wiki_record
355,c90a910e5ea0ef3bdaedf23ce591e20a8da2df5b88c5b04e6264761959ddfcc0,3,c90a910e5ea0ef3bdaedf23ce591e20a8da2df5b88c5b04e6264761959ddfcc0::3,False,Will Wikipedia list Andriy Govorov as continuing to hold the world record for 50m butterfly in long course (50 metres) swimming pools as of {resolution_date}?,wikipedia,1,2025-12-09,wiki_record
355,c90a910e5ea0ef3bdaedf23ce591e20a8da2df5b88c5b04e6264761959ddfcc0,4,c90a910e5ea0ef3bdaedf23ce591e20a8da2df5b88c5b04e6264761959ddfcc0::4,False,"By Wikipedia's record on {resolution_date}, is Andriy Govorov still the holder of the world record for 50m butterfly in long course (50 metres) swimming pools?",wikipedia,1,2025-12-09,wiki_record
356,c11db639ef0a30ced800a69d5c3725b7f5b5e7c1df7735ceb4165154e82a05ac,0,c11db639ef0a30ced800a69d5c3725b7f5b5e7c1df7735ceb4165154e82a05ac::0,True,"According to Wikipedia, will Leya Garifullina have an Elo rating on {resolution_date} that's at least 1% higher than on {forecast_due_date}?",wikipedia,0,2025-12-09,original
356,c11db639ef0a30ced800a69d5c3725b7f5b5e7c1df7735ceb4165154e82a05ac,1,c11db639ef0a30ced800a69d5c3725b7f5b5e7c1df7735ceb4165154e82a05ac::1,False,"Using Wikipedia, will Leya Garifullina's Elo rating on {resolution_date} be at least 1% above their Elo rating on {forecast_due_date}?",wikipedia,0,2025-12-09,wiki_elo
356,c11db639ef0a30ced800a69d5c3725b7f5b5e7c1df7735ceb4165154e82a05ac,2,c11db639ef0a30ced800a69d5c3725b7f5b5e7c1df7735ceb4165154e82a05ac::2,False,"On Wikipedia, is Leya Garifullina's {resolution_date} Elo rating at least 101% of their {forecast_due_date} Elo rating?",wikipedia,0,2025-12-09,wiki_elo
356,c11db639ef0a30ced800a69d5c3725b7f5b5e7c1df7735ceb4165154e82a05ac,3,c11db639ef0a30ced800a69d5c3725b7f5b5e7c1df7735ceb4165154e82a05ac::3,False,Will Wikipedia show Leya Garifullina's {resolution_date} Elo rating as 1% or more above the rating listed for {forecast_due_date}?,wikipedia,0,2025-12-09,wiki_elo
356,c11db639ef0a30ced800a69d5c3725b7f5b5e7c1df7735ceb4165154e82a05ac,4,c11db639ef0a30ced800a69d5c3725b7f5b5e7c1df7735ceb4165154e82a05ac::4,False,"By Wikipedia's record, is Leya Garifullina's Elo rating on {resolution_date} no less than 1% higher than it was on {forecast_due_date}?",wikipedia,0,2025-12-09,wiki_elo
357,beccd776bdc07315be25d08c346969bdd986c7dae80302f14d3b1892fa674ecc,0,beccd776bdc07315be25d08c346969bdd986c7dae80302f14d3b1892fa674ecc::0,True,"According to Wikipedia, will Fabiano Caruana have an Elo rating on {resolution_date} that's at least 1% higher than on {forecast_due_date}?",wikipedia,0,2025-12-09,original
357,beccd776bdc07315be25d08c346969bdd986c7dae80302f14d3b1892fa674ecc,1,beccd776bdc07315be25d08c346969bdd986c7dae80302f14d3b1892fa674ecc::1,False,"Using Wikipedia, will Fabiano Caruana's Elo rating on {resolution_date} be at least 1% above their Elo rating on {forecast_due_date}?",wikipedia,0,2025-12-09,wiki_elo
357,beccd776bdc07315be25d08c346969bdd986c7dae80302f14d3b1892fa674ecc,2,beccd776bdc07315be25d08c346969bdd986c7dae80302f14d3b1892fa674ecc::2,False,"On Wikipedia, is Fabiano Caruana's {resolution_date} Elo rating at least 101% of their {forecast_due_date} Elo rating?",wikipedia,0,2025-12-09,wiki_elo
357,beccd776bdc07315be25d08c346969bdd986c7dae80302f14d3b1892fa674ecc,3,beccd776bdc07315be25d08c346969bdd986c7dae80302f14d3b1892fa674ecc::3,False,Will Wikipedia show Fabiano Caruana's {resolution_date} Elo rating as 1% or more above the rating listed for {forecast_due_date}?,wikipedia,0,2025-12-09,wiki_elo
357,beccd776bdc07315be25d08c346969bdd986c7dae80302f14d3b1892fa674ecc,4,beccd776bdc07315be25d08c346969bdd986c7dae80302f14d3b1892fa674ecc::4,False,"By Wikipedia's record, is Fabiano Caruana's Elo rating on {resolution_date} no less than 1% higher than it was on {forecast_due_date}?",wikipedia,0,2025-12-09,wiki_elo
358,bbdac4e818e7a8d828669c585bd78abc8ec5d627fb815cc00bcc7b90c7a32fb3,0,bbdac4e818e7a8d828669c585bd78abc8ec5d627fb815cc00bcc7b90c7a32fb3::0,True,"According to Wikipedia, will a vaccine have been developed for Pediculosis pubis (pubic lice, crab lice) by {resolution_date}?",wikipedia,0,2025-12-09,original
358,bbdac4e818e7a8d828669c585bd78abc8ec5d627fb815cc00bcc7b90c7a32fb3,1,bbdac4e818e7a8d828669c585bd78abc8ec5d627fb815cc00bcc7b90c7a32fb3::1,False,"Using Wikipedia as the source, will there be a developed vaccine for Pediculosis pubis (pubic lice, crab lice) by {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
358,bbdac4e818e7a8d828669c585bd78abc8ec5d627fb815cc00bcc7b90c7a32fb3,2,bbdac4e818e7a8d828669c585bd78abc8ec5d627fb815cc00bcc7b90c7a32fb3::2,False,"Will Wikipedia document that a vaccine exists for Pediculosis pubis (pubic lice, crab lice) by {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
358,bbdac4e818e7a8d828669c585bd78abc8ec5d627fb815cc00bcc7b90c7a32fb3,3,bbdac4e818e7a8d828669c585bd78abc8ec5d627fb815cc00bcc7b90c7a32fb3::3,False,"Will Wikipedia indicate that a vaccine has been developed for Pediculosis pubis (pubic lice, crab lice) no later than {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
358,bbdac4e818e7a8d828669c585bd78abc8ec5d627fb815cc00bcc7b90c7a32fb3,4,bbdac4e818e7a8d828669c585bd78abc8ec5d627fb815cc00bcc7b90c7a32fb3::4,False,"As recorded on Wikipedia, has a vaccine for Pediculosis pubis (pubic lice, crab lice) been developed by {resolution_date}?",wikipedia,0,2025-12-09,wiki_vaccine
359,b8181fa81ec7af1afc15aa56a2286320fcea592dacb469500b309fda8c76cb7a,0,b8181fa81ec7af1afc15aa56a2286320fcea592dacb469500b309fda8c76cb7a::0,True,"According to Wikipedia, will Yuliia Osmak have an Elo rating on {resolution_date} that's at least 1% higher than on {forecast_due_date}?",wikipedia,0,2025-12-09,original
